,Unnamed: 0,file_name,extension,ID,x_start[px],y_start[px],x_end[px],y_end[px],width,ang_vel[deg/s],IRSKY_TEMP,TEMP,WINDSP,PRES,FWHM,RHUM,TAU0,image_name
515,515,OMEGA.2022-01-10T05:53:40.078.fits,18,5,53.67,1380.44,2004.57,4086.53,3337.0,0.01004,-63.4,12.05,9.2,745.2,0.83,9.0,0.004179,OMEGA.2022-01-10T05:53:40.078.fits_strip_18_5.npy
516,516,OMEGA.2022-01-10T05:53:40.078.fits,23,6,136.15,7.2,2091.5,2710.07,3337.0,0.01004,-63.4,12.05,9.2,745.2,0.83,9.0,0.004179,OMEGA.2022-01-10T05:53:40.078.fits_strip_23_6.npy
517,517,OMEGA.2022-01-10T05:53:40.078.fits,24,7,52.97,2852.88,951.12,4091.52,1531.0,0.01004,-63.4,12.05,9.2,745.2,0.83,9.0,0.004179,OMEGA.2022-01-10T05:53:40.078.fits_strip_24_7.npy
518,518,OMEGA.2022-01-10T05:10:08.961.fits,24,1,124.56,4088.1,2090.19,385.51,4193.0,0.1846,-71.4,12.37,8.3,745.4,0.58,9.0,0.007795,OMEGA.2022-01-10T05:10:08.961.fits_strip_24_1.npy
519,519,OMEGA.2022-01-10T05:10:08.961.fits,27,2,57.11,4188.41,2086.98,365.95,4329.0,0.1852,-71.4,12.37,8.3,745.4,0.58,9.0,0.007795,OMEGA.2022-01-10T05:10:08.961.fits_strip_27_2.npy
520,520,OMEGA.2022-01-10T05:10:08.961.fits,30,4,58.89,3759.77,1983.07,124.63,4114.0,0.1859,-71.4,12.37,8.3,745.4,0.58,9.0,0.007795,OMEGA.2022-01-10T05:10:08.961.fits_strip_30_4.npy
521,521,OMEGA.2022-01-23T01:42:39.745.fits,22,2,1396.65,4054.15,761.3,8.74,4096.0,0.287,-95.4,14.34,6.83,743.8,0.93,7.0,0.005269,OMEGA.2022-01-23T01:42:39.745.fits_strip_22_2.npy
522,522,OMEGA.2022-01-23T01:42:39.745.fits,26,3,2054.47,4181.24,1413.94,115.39,4117.0,0.287,-95.4,14.34,6.83,743.8,0.93,7.0,0.005269,OMEGA.2022-01-23T01:42:39.745.fits_strip_26_3.npy
523,523,OMEGA.2022-01-23T01:42:39.745.fits,31,4,613.64,4182.4,56.81,662.17,3565.0,0.2868,-95.4,14.34,6.83,743.8,0.93,7.0,0.005269,OMEGA.2022-01-23T01:42:39.745.fits_strip_31_4.npy
524,524,OMEGA.2022-01-23T06:39:59.455.fits,1,1,1884.55,4060.48,2084.76,3520.3,577.0,0.2708,-95.8,13.71,1.4,743.2,0.67,8.0,0.006966,OMEGA.2022-01-23T06:39:59.455.fits_strip_1_1.npy
525,525,OMEGA.2022-01-23T06:39:59.455.fits,2,2,55.62,3255.68,1316.63,8.97,3484.0,0.2703,-95.8,13.71,1.4,743.2,0.67,8.0,0.006966,OMEGA.2022-01-23T06:39:59.455.fits_strip_2_2.npy
526,526,OMEGA.2022-01-23T06:39:59.455.fits,5,3,145.32,4073.39,1726.86,10.35,4361.0,0.2714,-95.8,13.71,1.4,743.2,0.67,8.0,0.006966,OMEGA.2022-01-23T06:39:59.455.fits_strip_5_3.npy
527,527,OMEGA.2022-01-23T02:50:43.036.fits,5,1,53.5,305.75,712.27,346.03,661.0,0.004641,-95.9,14.54,4.22,744.1,0.65,8.0,0.007818,OMEGA.2022-01-23T02:50:43.036.fits_strip_5_1.npy
528,528,OMEGA.2022-01-23T03:54:53.197.fits,13,1,172.97,2893.66,2072.85,2914.92,1901.0,0.03152,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_13_1.npy
529,529,OMEGA.2022-01-23T03:54:53.197.fits,14,2,61.48,2913.69,2086.36,2936.59,2026.0,0.03152,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_14_2.npy
530,530,OMEGA.2022-01-23T03:54:53.197.fits,15,3,61.5,2939.42,2086.4,2959.67,2026.0,0.03152,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_15_3.npy
531,531,OMEGA.2022-01-23T03:54:53.197.fits,16,4,63.0,2963.55,2082.88,2985.33,2021.0,0.03153,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_16_4.npy
532,532,OMEGA.2022-01-23T03:54:53.197.fits,29,5,61.48,2989.82,2050.48,3001.01,1990.0,0.03153,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_29_5.npy
533,533,OMEGA.2022-01-23T03:54:53.197.fits,29,6,53.04,2984.7,2062.99,3000.04,2011.0,0.03153,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_29_6.npy
534,534,OMEGA.2022-01-23T03:54:53.197.fits,30,7,56.97,3023.22,2090.89,3041.9,2035.0,0.03153,-94.5,13.83,2.17,744.0,0.83,10.0,0.011701,OMEGA.2022-01-23T03:54:53.197.fits_strip_30_7.npy
535,535,OMEGA.2022-01-23T04:41:56.914.fits,10,1,1599.14,118.72,2084.14,375.96,550.0,0.02381,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_10_1.npy
536,536,OMEGA.2022-01-23T04:41:56.914.fits,11,2,61.54,440.95,2083.53,1515.98,2291.0,0.02382,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_11_2.npy
537,537,OMEGA.2022-01-23T04:41:56.914.fits,12,3,60.51,1578.62,2088.31,2653.36,2296.0,0.02383,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_12_3.npy
538,538,OMEGA.2022-01-23T04:41:56.914.fits,25,4,58.87,2712.58,2086.57,3789.63,2297.0,0.02385,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_25_4.npy
539,539,OMEGA.2022-01-23T04:41:56.914.fits,26,5,58.12,3849.86,709.13,4193.2,737.0,0.02385,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_26_5.npy
540,540,OMEGA.2022-01-23T04:41:56.914.fits,30,7,1458.74,130.89,2090.46,463.63,715.0,0.02386,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_30_7.npy
541,541,OMEGA.2022-01-23T04:41:56.914.fits,31,8,75.96,529.63,2087.88,1591.62,2276.0,0.02387,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_31_8.npy
542,542,OMEGA.2022-01-23T04:41:56.914.fits,32,9,57.66,1655.05,2019.5,2691.95,2220.0,0.02388,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_32_9.npy
543,543,OMEGA.2022-01-23T04:41:56.914.fits,5,10,63.31,2213.95,2082.64,3289.71,2289.0,0.02379,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_5_10.npy
544,544,OMEGA.2022-01-23T04:41:56.914.fits,6,11,61.71,3352.12,1430.79,4078.83,1551.0,0.0238,-95.6,13.71,0.38,743.8,0.58,8.0,0.01896,OMEGA.2022-01-23T04:41:56.914.fits_strip_6_11.npy
545,545,OMEGA.2022-01-23T02:52:27.756.fits,6,2,1672.78,541.75,2081.96,567.65,411.0,0.00464,-96.0,14.62,4.1,744.1,0.66,8.0,0.010052,OMEGA.2022-01-23T02:52:27.756.fits_strip_6_2.npy
546,546,OMEGA.2022-01-23T02:52:27.756.fits,7,3,62.95,579.0,2089.07,704.45,2031.0,0.00464,-96.0,14.62,4.1,744.1,0.66,8.0,0.010052,OMEGA.2022-01-23T02:52:27.756.fits_strip_7_3.npy
547,547,OMEGA.2022-01-23T02:52:27.756.fits,8,4,53.52,708.11,1458.72,796.99,1409.0,0.00464,-96.0,14.62,4.1,744.1,0.66,8.0,0.010052,OMEGA.2022-01-23T02:52:27.756.fits_strip_8_4.npy
548,548,OMEGA.2022-01-23T01:20:05.381.fits,10,1,1336.93,115.49,2085.29,852.01,1051.0,0.6716,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_10_1.npy
549,549,OMEGA.2022-01-23T01:20:05.381.fits,11,2,63.48,971.79,2079.63,2964.86,2836.0,0.6721,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_11_2.npy
550,550,OMEGA.2022-01-23T01:20:05.381.fits,12,3,65.15,3088.65,1169.3,4179.32,1553.0,0.6726,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_12_3.npy
551,551,OMEGA.2022-01-23T01:20:05.381.fits,16,4,1609.9,154.03,2082.16,619.37,664.0,0.673,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_16_4.npy
552,552,OMEGA.2022-01-23T01:20:05.381.fits,29,6,66.25,743.97,2087.35,2737.73,2840.0,0.6735,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_29_6.npy
553,553,OMEGA.2022-01-23T01:20:05.381.fits,3,7,68.04,3530.41,1887.02,26.41,3949.0,0.6532,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_3_7.npy
554,554,OMEGA.2022-01-23T01:20:05.381.fits,30,8,66.35,2860.71,1410.89,4184.71,1888.0,0.6741,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_30_8.npy
555,555,OMEGA.2022-01-23T01:20:05.381.fits,5,9,1751.89,4076.57,2081.47,3443.19,715.0,0.6501,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_5_9.npy
556,556,OMEGA.2022-01-23T01:20:05.381.fits,5,10,63.82,793.55,2079.5,2787.11,2836.0,0.6706,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_5_10.npy
557,557,OMEGA.2022-01-23T01:20:05.381.fits,6,11,60.27,3208.85,1704.17,37.6,3573.0,0.6511,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_6_11.npy
558,558,OMEGA.2022-01-23T01:20:05.381.fits,6,12,63.17,2908.63,1259.64,4087.97,1681.0,0.6712,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_6_12.npy
559,559,OMEGA.2022-01-23T01:20:05.381.fits,9,13,58.31,3298.87,1709.71,114.62,3588.0,0.6491,-95.6,14.16,7.18,743.8,1.33,8.0,0.002823,OMEGA.2022-01-23T01:20:05.381.fits_strip_9_13.npy
560,560,OMEGA.2022-01-23T03:36:39.644.fits,1,1,132.78,3250.75,2085.32,2649.54,2044.0,0.01543,-94.2,14.09,1.73,743.9,0.86,9.0,0.014726,OMEGA.2022-01-23T03:36:39.644.fits_strip_1_1.npy
561,561,OMEGA.2022-01-23T03:36:39.644.fits,17,2,63.27,641.41,2080.37,22.21,2111.0,0.01559,-94.2,14.09,1.73,743.9,0.86,9.0,0.014726,OMEGA.2022-01-23T03:36:39.644.fits_strip_17_2.npy
562,562,OMEGA.2022-01-23T03:36:39.644.fits,2,3,59.34,2616.12,2081.41,1996.08,2116.0,0.01547,-94.2,14.09,1.73,743.9,0.86,9.0,0.014726,OMEGA.2022-01-23T03:36:39.644.fits_strip_2_3.npy
563,563,OMEGA.2022-01-23T03:36:39.644.fits,3,4,53.09,1956.86,2088.06,1334.54,2129.0,0.01551,-94.2,14.09,1.73,743.9,0.86,9.0,0.014726,OMEGA.2022-01-23T03:36:39.644.fits_strip_3_4.npy
564,564,OMEGA.2022-01-23T03:36:39.644.fits,4,5,60.91,1307.17,2085.42,678.06,2121.0,0.01555,-94.2,14.09,1.73,743.9,0.86,9.0,0.014726,OMEGA.2022-01-23T03:36:39.644.fits_strip_4_5.npy
565,565,OMEGA.2022-01-23T02:54:13.447.fits,22,1,320.4,999.07,2087.79,1112.16,1772.0,0.00464,-96.0,14.71,3.9,744.1,0.66,7.0,0.008641,OMEGA.2022-01-23T02:54:13.447.fits_strip_22_1.npy
566,566,OMEGA.2022-01-23T02:54:13.447.fits,23,2,54.04,1119.4,2078.16,1244.85,2029.0,0.00464,-96.0,14.71,3.9,744.1,0.66,7.0,0.008641,OMEGA.2022-01-23T02:54:13.447.fits_strip_23_2.npy
567,567,OMEGA.2022-01-21T04:39:06.782.astred.cal.fits,31,2,950.53,4137.97,2084.45,3321.97,1398.0,0.009801,-88.9,15.79,6.83,743.8,0.79,24.0,0.005006,OMEGA.2022-01-21T04:39:06.782.astred.cal.fits_strip_31_2.npy
568,568,OMEGA.2022-01-21T04:39:06.782.astred.cal.fits,31,3,951.6,4137.73,2083.83,3322.82,1396.0,0.009801,-88.9,15.79,6.83,743.8,0.79,24.0,0.005006,OMEGA.2022-01-21T04:39:06.782.astred.cal.fits_strip_31_3.npy
569,569,OMEGA.2022-01-21T04:39:06.782.astred.cal.fits,32,4,57.2,3239.88,2076.92,1780.17,2493.0,0.0098,-88.9,15.79,6.83,743.8,0.79,24.0,0.005006,OMEGA.2022-01-21T04:39:06.782.astred.cal.fits_strip_32_4.npy
570,570,OMEGA.2022-01-21T01:18:05.558.astred.cal.fits,22,1,57.43,1211.6,2088.59,802.27,2073.0,0.003245,-87.7,15.22,9.5,743.8,0.96,30.0,0.003031,OMEGA.2022-01-21T01:18:05.558.astred.cal.fits_strip_22_1.npy
571,571,OMEGA.2022-01-21T01:18:05.558.astred.cal.fits,23,2,54.55,780.91,2084.82,367.18,2073.0,0.003242,-87.7,15.22,9.5,743.8,0.96,30.0,0.003031,OMEGA.2022-01-21T01:18:05.558.astred.cal.fits_strip_23_2.npy
572,572,OMEGA.2022-01-21T01:18:05.558.astred.cal.fits,24,3,57.06,344.72,1726.92,5.36,1705.0,0.00324,-87.7,15.22,9.5,743.8,0.96,30.0,0.003031,OMEGA.2022-01-21T01:18:05.558.astred.cal.fits_strip_24_3.npy
573,573,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,10,1,70.53,901.1,2085.05,823.97,2017.0,0.03067,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_10_1.npy
574,574,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,11,2,53.1,820.86,2085.7,745.33,2035.0,0.03066,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_11_2.npy
575,575,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,12,3,52.47,739.8,2085.08,664.61,2035.0,0.03065,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_12_3.npy
576,576,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,25,4,83.6,660.92,2082.36,590.48,2001.0,0.03064,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_25_4.npy
577,577,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,26,5,53.22,586.31,2081.89,512.9,2031.0,0.03063,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_26_5.npy
578,578,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,27,6,54.89,508.77,2081.58,436.04,2029.0,0.03062,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_27_6.npy
579,579,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,28,7,63.35,430.66,2082.25,364.1,2021.0,0.03061,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_28_7.npy
580,580,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits,9,8,53.28,984.57,2085.81,907.04,2035.0,0.03068,-87.5,15.09,8.73,744.1,1.06,30.0,0.003704,OMEGA.2022-01-21T02:11:37.457.astred.cal.fits_strip_9_8.npy
581,581,OMEGA.2022-01-21T00:35:43.241.astred.cal.fits,17,1,54.28,609.15,2078.09,146.58,2077.0,0.004178,-87.4,15.0,9.18,743.5,0.84,34.0,0.007188,OMEGA.2022-01-21T00:35:43.241.astred.cal.fits_strip_17_1.npy
582,582,OMEGA.2022-01-21T00:35:43.241.astred.cal.fits,18,2,52.87,124.44,569.84,7.61,531.0,0.004173,-87.4,15.0,9.18,743.5,0.84,34.0,0.007188,OMEGA.2022-01-21T00:35:43.241.astred.cal.fits_strip_18_2.npy
583,583,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,5,1,53.9,3436.21,2084.07,3021.98,2073.0,0.003258,-87.7,15.32,10.3,743.7,0.85,30.0,0.002829,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits_strip_5_1.npy
584,584,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,6,2,55.94,2997.83,2086.0,2583.06,2073.0,0.003255,-87.7,15.32,10.3,743.7,0.85,30.0,0.002829,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits_strip_6_2.npy
585,585,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,7,3,52.57,2562.39,2080.54,2147.35,2071.0,0.003252,-87.7,15.32,10.3,743.7,0.85,30.0,0.002829,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits_strip_7_3.npy
586,586,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits,8,4,54.31,2122.76,319.12,2070.04,271.0,0.003251,-87.7,15.32,10.3,743.7,0.85,30.0,0.002829,OMEGA.2022-01-21T01:12:01.117.astred.cal.fits_strip_8_4.npy
587,587,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits,10,1,59.89,968.03,896.42,107.67,1201.0,0.02163,-88.2,15.26,11.0,743.9,1.28,28.0,0.003869,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits_strip_10_1.npy
588,588,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits,17,2,63.15,2889.19,2086.6,806.19,2905.0,0.02134,-88.2,15.26,11.0,743.9,1.28,28.0,0.003869,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits_strip_17_2.npy
589,589,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits,18,3,56.2,705.01,732.66,12.6,969.0,0.02127,-88.2,15.26,11.0,743.9,1.28,28.0,0.003869,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits_strip_18_3.npy
590,590,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits,6,4,964.83,4084.45,2056.13,2969.7,1561.0,0.02159,-88.2,15.26,11.0,743.9,1.28,28.0,0.003869,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits_strip_6_4.npy
591,591,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits,7,5,79.95,2801.08,2074.14,756.58,2857.0,0.02152,-88.2,15.26,11.0,743.9,1.28,28.0,0.003869,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits_strip_7_5.npy
592,592,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits,8,6,67.84,620.31,665.85,5.04,859.0,0.02146,-88.2,15.26,11.0,743.9,1.28,28.0,0.003869,OMEGA.2022-01-21T02:47:14.923.astred.cal.fits_strip_8_6.npy
593,593,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits,3,2,60.72,3808.61,2089.25,955.17,3502.0,0.0699,-87.6,15.35,9.98,743.8,0.93,30.0,0.002262,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits_strip_3_2.npy
594,594,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits,4,3,61.74,805.62,621.69,6.22,977.0,0.06993,-87.6,15.35,9.98,743.8,0.93,30.0,0.002262,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits_strip_4_3.npy
595,595,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits,5,4,967.7,4086.06,2084.86,2524.53,1921.0,0.06983,-87.6,15.35,9.98,743.8,0.93,30.0,0.002262,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits_strip_5_4.npy
596,596,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits,6,5,65.55,2358.24,1727.75,16.13,2873.0,0.06986,-87.6,15.35,9.98,743.8,0.93,30.0,0.002262,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits_strip_6_5.npy
597,597,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits,9,6,48.12,1329.03,924.41,114.04,1499.0,0.06981,-87.6,15.35,9.98,743.8,0.93,30.0,0.002262,OMEGA.2022-01-21T01:24:10.109.astred.cal.fits_strip_9_6.npy
598,598,OMEGA.2022-01-21T03:35:28.591.astred.cal.fits,24,1,75.28,126.36,1681.11,10.53,1611.0,0.003505,-88.5,15.66,9.6,744.0,1.07,26.0,0.004284,OMEGA.2022-01-21T03:35:28.591.astred.cal.fits_strip_24_1.npy
599,599,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,22,1,54.0,1761.13,2078.49,1880.48,2029.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_22_1.npy
600,600,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,23,2,54.17,1885.19,2078.88,2000.69,2029.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_23_2.npy
601,601,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,24,3,54.03,2010.62,1527.63,2094.82,1477.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_24_3.npy
602,602,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,5,4,66.01,1143.74,2078.66,1259.96,2017.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_5_4.npy
603,603,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,6,5,54.09,1264.62,2078.7,1382.03,2029.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_6_5.npy
604,604,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,7,6,54.06,1393.2,2078.88,1506.66,2029.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_7_6.npy
605,605,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits,8,7,54.6,1510.45,2079.47,1623.27,2029.0,0.004682,-87.4,15.17,8.2,744.2,1.15,31.0,0.003784,OMEGA.2022-01-21T01:59:28.415.astred.cal.fits_strip_8_7.npy
606,606,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits,5,1,54.2,1059.39,2076.82,911.69,2029.0,0.003445,-88.5,15.64,9.88,744.0,0.95,26.0,0.003519,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits_strip_5_1.npy
607,607,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits,6,2,53.72,899.65,2083.31,751.44,2036.0,0.003454,-88.5,15.64,9.88,744.0,0.95,26.0,0.003519,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits_strip_6_2.npy
608,608,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits,7,3,53.77,747.14,2088.35,598.47,2041.0,0.003463,-88.5,15.64,9.88,744.0,0.95,26.0,0.003519,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits_strip_7_3.npy
609,609,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits,8,4,65.26,586.48,2084.23,443.86,2025.0,0.003472,-88.5,15.64,9.88,744.0,0.95,26.0,0.003519,OMEGA.2022-01-21T03:29:24.130.astred.cal.fits_strip_8_4.npy
610,610,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,10,1,59.64,2761.83,2076.55,1764.55,2251.0,0.06593,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_10_1.npy
611,611,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,11,2,59.48,1702.27,2069.49,713.6,2241.0,0.06605,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_11_2.npy
612,612,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,12,3,61.09,645.05,926.34,215.49,967.0,0.06614,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_12_3.npy
613,613,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,20,4,1744.01,4107.73,2071.64,3926.79,375.0,0.06669,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_20_4.npy
614,614,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,22,5,66.03,2577.55,2074.82,1581.88,2243.0,0.06641,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_22_5.npy
615,615,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,23,6,63.24,1515.99,2081.27,520.95,2251.0,0.06653,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_23_6.npy
616,616,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,24,7,64.25,461.77,945.15,18.82,987.0,0.06662,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_24_7.npy
617,617,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,8,9,1299.08,4081.82,2051.63,3708.64,841.0,0.0662,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_8_9.npy
618,618,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits,9,10,56.36,3818.99,2080.01,2821.81,2257.0,0.06581,-87.8,15.18,9.85,744.1,1.12,29.0,0.002928,OMEGA.2022-01-21T02:35:05.950.astred.cal.fits_strip_9_10.npy
619,619,OMEGA.2022-01-05T05:55:51.673.fits,16,1,1244.69,4192.17,2083.64,3577.54,1041.0,0.009825,-92.6,14.13,3.4,742.8,0.3,14.0,0.017948,OMEGA.2022-01-05T05:55:51.673.fits_strip_16_1.npy
620,620,OMEGA.2022-01-05T05:55:51.673.fits,27,2,924.27,4197.49,2082.71,3350.6,1436.0,0.009818,-92.6,14.13,3.4,742.8,0.3,14.0,0.017948,OMEGA.2022-01-05T05:55:51.673.fits_strip_27_2.npy
621,621,OMEGA.2022-01-05T05:55:51.673.fits,28,3,64.22,3255.43,2084.77,1784.94,2500.0,0.009816,-92.6,14.13,3.4,742.8,0.3,14.0,0.017948,OMEGA.2022-01-05T05:55:51.673.fits_strip_28_3.npy
