,image_name,snr,alpha,beta,seeing,D,sat_altitude,npy_path
2191,image_02192.fits,20,2.5,1.5,1.0,494,3514.256678161116,image_02192.npy
2192,image_02193.fits,20,2.5,1.5,1.0,66,1284.5232578665127,image_02193.npy
2193,image_02194.fits,20,2.5,1.5,1.0,489,3496.4267474094177,image_02194.npy
2194,image_02195.fits,20,2.5,1.5,1.0,235,2423.8399287081643,image_02195.npy
2195,image_02196.fits,20,2.5,1.5,1.0,221,2350.531854708632,image_02196.npy
2196,image_02197.fits,20,2.5,1.5,1.0,103,1604.6806535881212,image_02197.npy
2197,image_02198.fits,20,2.5,1.5,1.0,272,2607.6809620810595,image_02198.npy
2198,image_02199.fits,20,2.5,1.5,1.0,476,3449.637662132068,image_02199.npy
2199,image_02200.fits,20,2.5,1.5,1.0,20,707.1067811865474,image_02200.npy
2200,image_02201.fits,20,2.5,1.5,1.0,460,3391.164991562634,image_02201.npy
2201,image_02202.fits,20,2.5,1.5,1.0,309,2779.388421937459,image_02202.npy
2202,image_02203.fits,20,2.5,1.5,1.0,481,3467.7081768799403,image_02203.npy
2203,image_02204.fits,20,2.5,1.5,1.0,403,3174.114049620776,image_02204.npy
2204,image_02205.fits,20,2.5,1.5,1.0,129,1795.8284996067969,image_02205.npy
2205,image_02206.fits,20,2.5,1.5,1.0,377,3070.0162866017504,image_02206.npy
2206,image_02207.fits,20,2.5,1.5,1.0,288,2683.281572999748,image_02207.npy
2207,image_02208.fits,20,2.5,1.5,1.0,26,806.2257748298549,image_02208.npy
2208,image_02209.fits,20,2.5,1.5,1.0,15,612.3724356957945,image_02209.npy
2209,image_02210.fits,20,2.5,1.5,1.0,21,724.568837309472,image_02210.npy
2210,image_02211.fits,20,2.5,1.5,1.0,257,2534.758371127315,image_02211.npy
2211,image_02212.fits,20,2.5,1.5,1.0,435,3297.7264895682297,image_02212.npy
2212,image_02213.fits,20,2.5,1.5,1.0,215,2318.404623873926,image_02213.npy
2213,image_02214.fits,20,2.5,1.5,1.0,403,3174.114049620776,image_02214.npy
2214,image_02215.fits,20,2.5,1.5,1.0,265,2573.90753524675,image_02215.npy
2215,image_02216.fits,20,2.5,1.5,1.0,468,3420.5262752974136,image_02216.npy
2216,image_02217.fits,20,2.5,1.5,1.0,423,3251.92250830182,image_02217.npy
2217,image_02218.fits,20,2.5,1.5,1.0,288,2683.281572999748,image_02218.npy
2218,image_02219.fits,20,2.5,1.5,1.0,372,3049.5901363953813,image_02219.npy
2219,image_02220.fits,20,2.5,1.5,1.0,482,3471.310991541956,image_02220.npy
2220,image_02221.fits,20,2.5,1.5,1.0,398,3154.362059117501,image_02221.npy
2221,image_02222.fits,20,2.5,1.5,1.0,486,3485.685011586675,image_02222.npy
2222,image_02223.fits,20,2.5,1.5,1.0,463,3402.2051672408,image_02223.npy
2223,image_02224.fits,20,2.5,1.5,1.0,416,3224.90309931942,image_02224.npy
2224,image_02225.fits,20,2.5,1.5,1.0,174,2085.665361461421,image_02225.npy
2225,image_02226.fits,20,2.5,1.5,1.0,420,3240.37034920393,image_02226.npy
2226,image_02227.fits,20,2.5,1.5,1.0,246,2479.9193535274485,image_02227.npy
2227,image_02228.fits,20,2.5,1.5,1.0,487,3489.26926447358,image_02228.npy
2228,image_02229.fits,20,2.5,1.5,1.0,340,2915.4759474226503,image_02229.npy
2229,image_02230.fits,20,2.5,1.5,1.0,68,1303.8404810405298,image_02230.npy
2230,image_02231.fits,20,2.5,1.5,1.0,132,1816.5902124584948,image_02231.npy
2231,image_02232.fits,20,2.5,1.5,1.0,374,3057.776970284131,image_02232.npy
2232,image_02233.fits,20,2.5,1.5,1.0,469,3424.178733652786,image_02233.npy
2233,image_02234.fits,20,2.5,1.5,1.0,224,2366.4319132398464,image_02234.npy
2234,image_02235.fits,20,2.5,1.5,1.0,296,2720.2941017470885,image_02235.npy
2235,image_02236.fits,20,2.5,1.5,1.0,323,2841.6544476765644,image_02236.npy
2236,image_02237.fits,20,2.5,1.5,1.0,202,2247.220505424423,image_02237.npy
2237,image_02238.fits,20,2.5,1.5,1.0,375,3061.8621784789725,image_02238.npy
2238,image_02239.fits,20,2.5,1.5,1.0,477,3453.2593299664013,image_02239.npy
2239,image_02240.fits,20,2.5,1.5,1.0,129,1795.8284996067969,image_02240.npy
2240,image_02241.fits,20,2.5,1.5,1.0,380,3082.207001484488,image_02241.npy
2241,image_02242.fits,20,2.5,1.5,1.0,491,3503.56960827097,image_02242.npy
2242,image_02243.fits,20,2.5,1.5,1.0,363,3012.474066278414,image_02243.npy
2243,image_02244.fits,20,2.5,1.5,1.0,448,3346.640106136302,image_02244.npy
2244,image_02245.fits,20,2.5,1.5,1.0,285,2669.269563007828,image_02245.npy
2245,image_02246.fits,20,2.5,1.5,1.0,20,707.1067811865474,image_02246.npy
2246,image_02247.fits,20,2.5,1.5,1.0,13,570.087712549569,image_02247.npy
2247,image_02248.fits,20,2.5,1.5,1.0,304,2756.809750418044,image_02248.npy
2248,image_02249.fits,20,2.5,1.5,1.0,296,2720.2941017470885,image_02249.npy
2249,image_02250.fits,20,2.5,1.5,1.0,148,1923.5384061671343,image_02250.npy
2250,image_02251.fits,20,2.5,1.5,1.0,132,1816.5902124584948,image_02251.npy
2251,image_02252.fits,20,2.5,1.5,1.0,437,3305.298776207682,image_02252.npy
2252,image_02253.fits,20,2.5,1.5,1.0,453,3365.263734092768,image_02253.npy
2253,image_02254.fits,20,2.5,1.5,1.0,473,3438.74977280988,image_02254.npy
2254,image_02255.fits,20,2.5,1.5,1.0,467,3416.8699126539773,image_02255.npy
2255,image_02256.fits,20,2.5,1.5,1.0,458,3383.784863137726,image_02256.npy
2256,image_02257.fits,20,2.5,1.5,1.0,276,2626.7851073127395,image_02257.npy
2257,image_02258.fits,20,2.5,1.5,1.0,339,2911.185325601928,image_02258.npy
2258,image_02259.fits,20,2.5,1.5,1.0,104,1612.4515496597098,image_02259.npy
2259,image_02260.fits,20,2.5,1.5,1.0,491,3503.56960827097,image_02260.npy
2260,image_02261.fits,20,2.5,1.5,1.0,454,3368.9761055846034,image_02261.npy
2261,image_02262.fits,20,2.5,1.5,1.0,100,1581.1388300841895,image_02262.npy
2262,image_02263.fits,20,2.5,1.5,1.0,279,2641.0225292488512,image_02263.npy
2263,image_02264.fits,20,2.5,1.5,1.0,146,1910.49731745428,image_02264.npy
2264,image_02265.fits,20,2.5,1.5,1.0,393,3134.485603731496,image_02265.npy
2265,image_02266.fits,20,2.5,1.5,1.0,329,2867.926079939997,image_02266.npy
2266,image_02267.fits,20,2.5,1.5,1.0,63,1254.9900398011132,image_02267.npy
2267,image_02268.fits,20,2.5,1.5,1.0,202,2247.220505424423,image_02268.npy
2268,image_02269.fits,20,2.5,1.5,1.0,386,3106.444913401813,image_02269.npy
2269,image_02270.fits,20,2.5,1.5,1.0,431,3282.5295124339705,image_02270.npy
2270,image_02271.fits,20,2.5,1.5,1.0,38,974.6794344808964,image_02271.npy
2271,image_02272.fits,20,2.5,1.5,1.0,472,3435.112807463533,image_02272.npy
2272,image_02273.fits,20,2.5,1.5,1.0,322,2837.252191822221,image_02273.npy
2273,image_02274.fits,20,2.5,1.5,1.0,385,3102.4184114977143,image_02274.npy
2274,image_02275.fits,20,2.5,1.5,1.0,220,2345.207879911715,image_02275.npy
2275,image_02276.fits,20,2.5,1.5,1.0,483,3474.9100707788107,image_02276.npy
2276,image_02277.fits,20,2.5,1.5,1.0,346,2941.088233970549,image_02277.npy
2277,image_02278.fits,20,2.5,1.5,1.0,122,1746.424919657298,image_02278.npy
2278,image_02279.fits,20,2.5,1.5,1.0,311,2788.368698719737,image_02279.npy
2279,image_02280.fits,20,2.5,1.5,1.0,388,3114.4823004794875,image_02280.npy
2280,image_02281.fits,20,2.5,1.5,1.0,204,2258.317958127243,image_02281.npy
2281,image_02282.fits,20,2.5,1.5,1.0,250,2500.0,image_02282.npy
2282,image_02283.fits,20,2.5,1.5,1.0,108,1643.1676725154985,image_02283.npy
2283,image_02284.fits,20,2.5,1.5,1.0,161,2006.240264773888,image_02284.npy
2284,image_02285.fits,20,2.5,1.5,1.0,32,894.4271909999159,image_02285.npy
2285,image_02286.fits,20,2.5,1.5,1.0,416,3224.90309931942,image_02286.npy
2286,image_02287.fits,20,2.5,1.5,1.0,452,3361.5472627943223,image_02287.npy
2287,image_02288.fits,20,2.5,1.5,1.0,97,1557.2411502397438,image_02288.npy
2288,image_02289.fits,20,2.5,1.5,1.0,23,758.287544405155,image_02289.npy
2289,image_02290.fits,20,2.5,1.5,1.0,332,2880.9720581775864,image_02290.npy
2290,image_02291.fits,20,2.5,1.5,1.0,84,1449.137674618944,image_02291.npy
2291,image_02292.fits,20,2.5,1.5,1.0,349,2953.811097548386,image_02292.npy
2292,image_02293.fits,20,2.5,1.5,1.0,464,3405.87727318528,image_02293.npy
2293,image_02294.fits,20,2.5,1.5,1.0,172,2073.6441353327723,image_02294.npy
2294,image_02295.fits,20,2.5,1.5,1.0,427,3267.261850540908,image_02295.npy
2295,image_02296.fits,20,2.5,1.5,1.0,456,3376.388603226826,image_02296.npy
2296,image_02297.fits,20,2.5,1.5,1.0,377,3070.0162866017504,image_02297.npy
2297,image_02298.fits,20,2.5,1.5,1.0,306,2765.863337187866,image_02298.npy
2298,image_02299.fits,20,2.5,1.5,1.0,421,3244.225639501667,image_02299.npy
2299,image_02300.fits,20,2.5,1.5,1.0,380,3082.207001484488,image_02300.npy
2300,image_02301.fits,20,2.5,1.5,1.0,197,2219.2341021172147,image_02301.npy
2301,image_02302.fits,20,2.5,1.5,1.0,195,2207.940216581961,image_02302.npy
2302,image_02303.fits,20,2.5,1.5,1.0,350,2958.039891549808,image_02303.npy
2303,image_02304.fits,20,2.5,1.5,1.0,332,2880.9720581775864,image_02304.npy
2304,image_02305.fits,20,2.5,1.5,1.0,431,3282.5295124339705,image_02305.npy
2305,image_02306.fits,20,2.5,1.5,1.0,157,1981.1612756158947,image_02306.npy
2306,image_02307.fits,20,2.5,1.5,1.0,481,3467.7081768799403,image_02307.npy
2307,image_02308.fits,20,2.5,1.5,1.0,254,2519.9206336708303,image_02308.npy
2308,image_02309.fits,20,2.5,1.5,1.0,167,2043.2816741702547,image_02309.npy
2309,image_02310.fits,20,2.5,1.5,1.0,222,2355.8437978779493,image_02310.npy
2310,image_02311.fits,20,2.5,1.5,1.0,356,2983.2867780352594,image_02311.npy
2311,image_02312.fits,20,2.5,1.5,1.0,487,3489.26926447358,image_02312.npy
2312,image_02313.fits,20,2.5,1.5,1.0,352,2966.4793948382653,image_02313.npy
2313,image_02314.fits,20,2.5,1.5,1.0,436,3301.514803843836,image_02314.npy
2314,image_02315.fits,20,2.5,1.5,1.0,195,2207.940216581961,image_02315.npy
2315,image_02316.fits,20,2.5,1.5,1.0,295,2715.695122800054,image_02316.npy
2316,image_02317.fits,20,2.5,1.5,1.0,133,1823.4582528810467,image_02317.npy
2317,image_02318.fits,20,2.5,1.5,1.0,451,3357.826678076163,image_02318.npy
2318,image_02319.fits,20,2.5,1.5,1.0,252,2509.9800796022264,image_02319.npy
2319,image_02320.fits,20,2.5,1.5,1.0,327,2859.1956910991594,image_02320.npy
2320,image_02321.fits,20,2.5,1.5,1.0,88,1483.2396974191329,image_02321.npy
2321,image_02322.fits,20,2.5,1.5,1.0,134,1830.3005217723123,image_02322.npy
2322,image_02323.fits,20,2.5,1.5,1.0,445,3335.4160160315832,image_02323.npy
2323,image_02324.fits,20,2.5,1.5,1.0,269,2593.260495977988,image_02324.npy
2324,image_02325.fits,20,2.5,1.5,1.0,199,2230.4708023195462,image_02325.npy
2325,image_02326.fits,20,2.5,1.5,1.0,139,1864.135188230725,image_02326.npy
2326,image_02327.fits,20,2.5,1.5,1.0,105,1620.185174601965,image_02327.npy
2327,image_02328.fits,20,2.5,1.5,1.0,458,3383.784863137726,image_02328.npy
2328,image_02329.fits,20,2.5,1.5,1.0,219,2339.8717913595183,image_02329.npy
2329,image_02330.fits,20,2.5,1.5,1.0,87,1474.788120375263,image_02330.npy
2330,image_02331.fits,20,2.5,1.5,1.0,480,3464.1016151377544,image_02331.npy
2331,image_02332.fits,20,2.5,1.5,1.0,330,2872.281323269014,image_02332.npy
2332,image_02333.fits,20,2.5,1.5,1.0,440,3316.6247903554,image_02333.npy
2333,image_02334.fits,20,2.5,1.5,1.0,204,2258.317958127243,image_02334.npy
2334,image_02335.fits,20,2.5,1.5,1.0,45,1060.6601717798212,image_02335.npy
2335,image_02336.fits,20,2.5,1.5,1.0,101,1589.0248582070703,image_02336.npy
2336,image_02337.fits,20,2.5,1.5,1.0,182,2133.0729007701543,image_02337.npy
2337,image_02338.fits,20,2.5,1.5,1.0,419,3236.5104665364515,image_02338.npy
2338,image_02339.fits,20,2.5,1.5,1.0,13,570.087712549569,image_02339.npy
2339,image_02340.fits,20,2.5,1.5,1.0,434,3293.933818400121,image_02340.npy
2340,image_02341.fits,20,2.5,1.5,1.0,333,2885.3076092507017,image_02341.npy
2341,image_02342.fits,20,2.5,1.5,1.0,143,1890.767040118904,image_02342.npy
2342,image_02343.fits,20,2.5,1.5,1.0,187,2162.174831043965,image_02343.npy
2343,image_02344.fits,20,2.5,1.5,1.0,463,3402.2051672408,image_02344.npy
2344,image_02345.fits,20,2.5,1.5,1.0,140,1870.8286933869704,image_02345.npy
2345,image_02346.fits,20,2.5,1.5,1.0,34,921.9544457292886,image_02346.npy
2346,image_02347.fits,20,2.5,1.5,1.0,327,2859.1956910991594,image_02347.npy
2347,image_02348.fits,20,2.5,1.5,1.0,231,2403.122968139583,image_02348.npy
2348,image_02349.fits,20,2.5,1.5,1.0,388,3114.4823004794875,image_02349.npy
2349,image_02350.fits,20,2.5,1.5,1.0,475,3446.012188022555,image_02350.npy
2350,image_02351.fits,20,2.5,1.5,1.0,197,2219.2341021172147,image_02351.npy
2351,image_02352.fits,20,2.5,1.5,1.0,291,2697.2207918522354,image_02352.npy
2352,image_02353.fits,20,2.5,1.5,1.0,450,3354.1019662496847,image_02353.npy
2353,image_02354.fits,20,2.5,1.5,1.0,228,2387.467277262664,image_02354.npy
2354,image_02355.fits,20,2.5,1.5,1.0,470,3427.8273002005217,image_02355.npy
2355,image_02356.fits,20,2.5,1.5,1.0,499,3531.996602489872,image_02356.npy
2356,image_02357.fits,20,2.5,1.5,1.0,311,2788.368698719737,image_02357.npy
2357,image_02358.fits,20,2.5,1.5,1.0,255,2524.8762345905197,image_02358.npy
2358,image_02359.fits,20,2.5,1.5,1.0,403,3174.114049620776,image_02359.npy
2359,image_02360.fits,20,2.5,1.5,1.0,197,2219.2341021172147,image_02360.npy
2360,image_02361.fits,20,2.5,1.5,1.0,193,2196.5882636488795,image_02361.npy
2361,image_02362.fits,20,2.5,1.5,1.0,428,3271.0854467592253,image_02362.npy
2362,image_02363.fits,20,2.5,1.5,1.0,493,3510.6979363083915,image_02363.npy
2363,image_02364.fits,20,2.5,1.5,1.0,252,2509.9800796022264,image_02364.npy
2364,image_02365.fits,20,2.5,1.5,1.0,379,3078.148794324277,image_02365.npy
2365,image_02366.fits,20,2.5,1.5,1.0,142,1884.144368141677,image_02366.npy
2366,image_02367.fits,20,2.5,1.5,1.0,440,3316.6247903554,image_02367.npy
2367,image_02368.fits,20,2.5,1.5,1.0,365,3020.761493398643,image_02368.npy
2368,image_02369.fits,20,2.5,1.5,1.0,314,2801.78514522438,image_02369.npy
2369,image_02370.fits,20,2.5,1.5,1.0,403,3174.114049620776,image_02370.npy
2370,image_02371.fits,20,2.5,1.5,1.0,100,1581.1388300841895,image_02371.npy
2371,image_02372.fits,20,2.5,1.5,1.0,25,790.5694150420949,image_02372.npy
2372,image_02373.fits,20,2.5,1.5,1.0,77,1387.443692551161,image_02373.npy
2373,image_02374.fits,20,2.5,1.5,1.0,454,3368.9761055846034,image_02374.npy
2374,image_02375.fits,20,2.5,1.5,1.0,221,2350.531854708632,image_02375.npy
2375,image_02376.fits,20,2.5,1.5,1.0,267,2583.6021365527627,image_02376.npy
2376,image_02377.fits,20,2.5,1.5,1.0,487,3489.26926447358,image_02377.npy
2377,image_02378.fits,20,2.5,1.5,1.0,64,1264.9110640673516,image_02378.npy
2378,image_02379.fits,20,2.5,1.5,1.0,307,2770.379035439013,image_02379.npy
2379,image_02380.fits,20,2.5,1.5,1.0,389,3118.493225902535,image_02380.npy
2380,image_02381.fits,20,2.5,1.5,1.0,316,2810.693864511039,image_02381.npy
2381,image_02382.fits,20,2.5,1.5,1.0,19,689.202437604511,image_02382.npy
2382,image_02383.fits,20,2.5,1.5,1.0,469,3424.178733652786,image_02383.npy
2383,image_02384.fits,20,2.5,1.5,1.0,273,2612.4700955226263,image_02384.npy
2384,image_02385.fits,20,2.5,1.5,1.0,85,1457.7379737113251,image_02385.npy
2385,image_02386.fits,20,2.5,1.5,1.0,141,1877.4983355518584,image_02386.npy
2386,image_02387.fits,20,2.5,1.5,1.0,386,3106.444913401813,image_02387.npy
2387,image_02388.fits,20,2.5,1.5,1.0,304,2756.809750418044,image_02388.npy
2388,image_02389.fits,20,2.5,1.5,1.0,44,1048.8088481701516,image_02389.npy
2389,image_02390.fits,20,2.5,1.5,1.0,350,2958.039891549808,image_02390.npy
2390,image_02391.fits,20,2.5,1.5,1.0,336,2898.275349237888,image_02391.npy
2391,image_02392.fits,20,2.5,1.5,1.0,280,2645.7513110645905,image_02392.npy
2392,image_02393.fits,20,2.5,1.5,1.0,430,3278.7192621510003,image_02393.npy
2393,image_02394.fits,20,2.5,1.5,1.0,72,1341.6407864998737,image_02394.npy
2394,image_02395.fits,20,2.5,1.5,1.0,421,3244.225639501667,image_02395.npy
2395,image_02396.fits,20,2.5,1.5,1.0,457,3380.0887562311136,image_02396.npy
2396,image_02397.fits,20,2.5,1.5,1.0,475,3446.012188022555,image_02397.npy
2397,image_02398.fits,20,2.5,1.5,1.0,205,2263.8462845343543,image_02398.npy
2398,image_02399.fits,20,2.5,1.5,1.0,169,2055.4804791094466,image_02399.npy
2399,image_02400.fits,20,2.5,1.5,1.0,261,2554.40795488896,image_02400.npy
2400,image_02401.fits,20,2.5,1.5,1.0,120,1732.0508075688772,image_02401.npy
2401,image_02402.fits,20,2.5,1.5,1.0,423,3251.92250830182,image_02402.npy
2402,image_02403.fits,20,2.5,1.5,1.0,486,3485.685011586675,image_02403.npy
2403,image_02404.fits,20,2.5,1.5,1.0,41,1012.4228365658292,image_02404.npy
2404,image_02405.fits,20,2.5,1.5,1.0,219,2339.8717913595183,image_02405.npy
2405,image_02406.fits,20,2.5,1.5,1.0,419,3236.5104665364515,image_02406.npy
2406,image_02407.fits,20,2.5,1.5,1.0,310,2783.882181415011,image_02407.npy
2407,image_02408.fits,20,2.5,1.5,1.0,481,3467.7081768799403,image_02408.npy
2408,image_02409.fits,20,2.5,1.5,1.0,301,2743.17334486904,image_02409.npy
2409,image_02410.fits,20,2.5,1.5,1.0,407,3189.827581547316,image_02410.npy
2410,image_02411.fits,20,2.5,1.5,1.0,477,3453.2593299664013,image_02411.npy
2411,image_02412.fits,20,2.5,1.5,1.0,328,2863.5642126552707,image_02412.npy
2412,image_02413.fits,20,2.5,1.5,1.0,336,2898.275349237888,image_02413.npy
2413,image_02414.fits,20,2.5,1.5,1.0,131,1809.6961070853856,image_02414.npy
2414,image_02415.fits,20,2.5,1.5,1.0,435,3297.7264895682297,image_02415.npy
2415,image_02416.fits,20,2.5,1.5,1.0,60,1224.744871391589,image_02416.npy
2416,image_02417.fits,20,2.5,1.5,1.0,430,3278.7192621510003,image_02417.npy
2417,image_02418.fits,20,2.5,1.5,1.0,194,2202.271554554524,image_02418.npy
2418,image_02419.fits,20,2.5,1.5,1.0,298,2729.468812791236,image_02419.npy
2419,image_02420.fits,20,2.5,1.5,1.0,377,3070.0162866017504,image_02420.npy
2420,image_02421.fits,20,2.5,1.5,1.0,319,2824.004249288588,image_02421.npy
2421,image_02422.fits,20,2.5,1.5,1.0,486,3485.685011586675,image_02422.npy
2422,image_02423.fits,20,2.5,1.5,1.0,287,2678.6190471957743,image_02423.npy
2423,image_02424.fits,20,2.5,1.5,1.0,478,3456.8772034887206,image_02424.npy
2424,image_02425.fits,20,2.5,1.5,1.0,279,2641.0225292488512,image_02425.npy
2425,image_02426.fits,20,2.5,1.5,1.0,70,1322.8756555322952,image_02426.npy
2426,image_02427.fits,20,2.5,1.5,1.0,86,1466.287829861518,image_02427.npy
2427,image_02428.fits,20,2.5,1.5,1.0,16,632.4555320336758,image_02428.npy
2428,image_02429.fits,20,2.5,1.5,1.0,453,3365.263734092768,image_02429.npy
2429,image_02430.fits,20,2.5,1.5,1.0,263,2564.1762809916167,image_02430.npy
2430,image_02431.fits,20,2.5,1.5,1.0,481,3467.7081768799403,image_02431.npy
2431,image_02432.fits,20,2.5,1.5,1.0,327,2859.1956910991594,image_02432.npy
2432,image_02433.fits,20,2.5,1.5,1.0,248,2489.979919597746,image_02433.npy
2433,image_02434.fits,20,2.5,1.5,1.0,485,3482.097069296029,image_02434.npy
2434,image_02435.fits,20,2.5,1.5,1.0,274,2617.25046566048,image_02435.npy
2435,image_02436.fits,20,2.5,1.5,1.0,58,1204.1594578792294,image_02436.npy
2436,image_02437.fits,20,2.5,1.5,1.0,109,1650.7574019219178,image_02437.npy
2437,image_02438.fits,20,2.5,1.5,1.0,91,1508.3103128998357,image_02438.npy
2438,image_02439.fits,20,2.5,1.5,1.0,86,1466.287829861518,image_02439.npy
2439,image_02440.fits,20,2.5,1.5,1.0,267,2583.6021365527627,image_02440.npy
2440,image_02441.fits,20,2.5,1.5,1.0,161,2006.240264773888,image_02441.npy
2441,image_02442.fits,20,2.5,1.5,1.0,250,2500.0,image_02442.npy
2442,image_02443.fits,20,2.5,1.5,1.0,427,3267.261850540908,image_02443.npy
2443,image_02444.fits,20,2.5,1.5,1.0,251,2504.995009975069,image_02444.npy
2444,image_02445.fits,20,2.5,1.5,1.0,105,1620.185174601965,image_02445.npy
2445,image_02446.fits,20,2.5,1.5,1.0,139,1864.135188230725,image_02446.npy
2446,image_02447.fits,20,2.5,1.5,1.0,294,2711.0883423451914,image_02447.npy
2447,image_02448.fits,20,2.5,1.5,1.0,176,2097.617696340303,image_02448.npy
2448,image_02449.fits,20,2.5,1.5,1.0,141,1877.4983355518584,image_02449.npy
2449,image_02450.fits,20,2.5,1.5,1.0,446,3339.1615714128,image_02450.npy
2450,image_02451.fits,20,2.5,1.5,1.0,334,2889.636655359978,image_02451.npy
2451,image_02452.fits,20,2.5,1.5,1.0,441,3320.391543176798,image_02452.npy
2452,image_02453.fits,20,2.5,1.5,1.0,95,1541.103500742244,image_02453.npy
2453,image_02454.fits,20,2.5,1.5,1.0,243,2464.751508773247,image_02454.npy
2454,image_02455.fits,20,2.5,1.5,1.0,221,2350.531854708632,image_02455.npy
2455,image_02456.fits,20,2.5,1.5,1.0,54,1161.8950038622252,image_02456.npy
2456,image_02457.fits,20,2.5,1.5,1.0,153,1955.7607215607943,image_02457.npy
2457,image_02458.fits,20,2.5,1.5,1.0,97,1557.2411502397438,image_02458.npy
2458,image_02459.fits,20,2.5,1.5,1.0,14,591.6079783099616,image_02459.npy
2459,image_02460.fits,20,2.5,1.5,1.0,371,3045.488466568212,image_02460.npy
2460,image_02461.fits,20,2.5,1.5,1.0,437,3305.298776207682,image_02461.npy
2461,image_02462.fits,20,2.5,1.5,1.0,38,974.6794344808964,image_02462.npy
2462,image_02463.fits,20,2.5,1.5,1.0,205,2263.8462845343543,image_02463.npy
2463,image_02464.fits,20,2.5,1.5,1.0,30,866.0254037844386,image_02464.npy
2464,image_02465.fits,20,2.5,1.5,1.0,95,1541.103500742244,image_02465.npy
2465,image_02466.fits,20,2.5,1.5,1.0,470,3427.8273002005217,image_02466.npy
2466,image_02467.fits,20,2.5,1.5,1.0,12,547.7225575051662,image_02467.npy
2467,image_02468.fits,20,2.5,1.5,1.0,362,3008.3217912982645,image_02468.npy
2468,image_02469.fits,20,2.5,1.5,1.0,382,3090.3074280724886,image_02469.npy
2469,image_02470.fits,20,2.5,1.5,1.0,482,3471.310991541956,image_02470.npy
2470,image_02471.fits,20,2.5,1.5,1.0,288,2683.281572999748,image_02471.npy
2471,image_02472.fits,20,2.5,1.5,1.0,124,1760.6816861659008,image_02472.npy
2472,image_02473.fits,20,2.5,1.5,1.0,108,1643.1676725154985,image_02473.npy
2473,image_02474.fits,20,2.5,1.5,1.0,157,1981.1612756158947,image_02474.npy
2474,image_02475.fits,20,2.5,1.5,1.0,152,1949.3588689617927,image_02475.npy
2475,image_02476.fits,20,2.5,1.5,1.0,465,3409.545424246464,image_02476.npy
2476,image_02477.fits,20,2.5,1.5,1.0,477,3453.2593299664013,image_02477.npy
2477,image_02478.fits,20,2.5,1.5,1.0,143,1890.767040118904,image_02478.npy
2478,image_02479.fits,20,2.5,1.5,1.0,436,3301.514803843836,image_02479.npy
2479,image_02480.fits,20,2.5,1.5,1.0,67,1294.2179105544783,image_02480.npy
2480,image_02481.fits,20,2.5,1.5,1.0,242,2459.674775249769,image_02481.npy
2481,image_02482.fits,20,2.5,1.5,1.0,410,3201.5621187164243,image_02482.npy
2482,image_02483.fits,20,2.5,1.5,1.0,179,2115.4195801306178,image_02483.npy
2483,image_02484.fits,20,2.5,1.5,1.0,58,1204.1594578792294,image_02484.npy
2484,image_02485.fits,20,2.5,1.5,1.0,145,1903.9432764659769,image_02485.npy
2485,image_02486.fits,20,2.5,1.5,1.0,81,1423.0249470757706,image_02486.npy
2486,image_02487.fits,20,2.5,1.5,1.0,301,2743.17334486904,image_02487.npy
2487,image_02488.fits,20,2.5,1.5,1.0,244,2469.817807045694,image_02488.npy
2488,image_02489.fits,20,2.5,1.5,1.0,268,2588.4358211089566,image_02489.npy
2489,image_02490.fits,20,2.5,1.5,1.0,491,3503.56960827097,image_02490.npy
2490,image_02491.fits,20,2.5,1.5,1.0,114,1688.194301613413,image_02491.npy
2491,image_02492.fits,20,2.5,1.5,1.0,64,1264.9110640673516,image_02492.npy
2492,image_02493.fits,20,2.5,1.5,1.0,263,2564.1762809916167,image_02493.npy
2493,image_02494.fits,20,2.5,1.5,1.0,447,3342.902930089356,image_02494.npy
2494,image_02495.fits,20,2.5,1.5,1.0,497,3524.9113464029133,image_02495.npy
2495,image_02496.fits,20,2.5,1.5,1.0,162,2012.4611797498103,image_02496.npy
2496,image_02497.fits,20,2.5,1.5,1.0,378,3074.08522978788,image_02497.npy
2497,image_02498.fits,20,2.5,1.5,1.0,388,3114.4823004794875,image_02498.npy
2498,image_02499.fits,20,2.5,1.5,1.0,247,2484.954727957835,image_02499.npy
2499,image_02500.fits,20,2.5,1.5,1.0,238,2439.2621835300934,image_02500.npy
2500,image_02501.fits,20,2.5,1.5,1.0,55,1172.6039399558574,image_02501.npy
2501,image_02502.fits,20,2.5,1.5,1.0,499,3531.996602489872,image_02502.npy
2502,image_02503.fits,20,2.5,1.5,1.0,162,2012.4611797498103,image_02503.npy
2503,image_02504.fits,20,2.5,1.5,1.0,346,2941.088233970549,image_02504.npy
2504,image_02505.fits,20,2.5,1.5,1.0,168,2049.39015319192,image_02505.npy
2505,image_02506.fits,20,2.5,1.5,1.0,302,2747.726332806817,image_02506.npy
2506,image_02507.fits,20,2.5,1.5,1.0,253,2514.9552679918584,image_02507.npy
2507,image_02508.fits,20,2.5,1.5,1.0,298,2729.468812791236,image_02508.npy
2508,image_02509.fits,20,2.5,1.5,1.0,38,974.6794344808964,image_02509.npy
2509,image_02510.fits,20,2.5,1.5,1.0,1,158.11388300841895,image_02510.npy
2510,image_02511.fits,20,2.5,1.5,1.0,140,1870.8286933869704,image_02511.npy
2511,image_02512.fits,20,2.5,1.5,1.0,47,1083.97416943394,image_02512.npy
